addr,lat,lng,addr_norm,bank_code,bank_name,branch_code,branch_name,tel_no,manager,establish_date,extended_open_time,url,CODEBASE,CODE1,CODE2,VILLCODE,TOWN,COUNTY,CODEBASE_分行數,CODE1_分行數,CODE2_分行數,VILLAGE_分行數
宜蘭縣羅東鎮公正路157號,24.678463,121.769648,宜蘭縣羅東鎮集祥里公正路157號,013,國泰世華商業銀行,0131265,國泰世華商業銀行羅東簡易型分行,03-9577088,吳國揚,1998-07-11,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0131265",A0202-0186-00,A0202-13-006,A0202-13,A0202-021-00,羅東鎮,宜蘭縣,3,3,7,6
宜蘭縣羅東鎮公正路119號,24.678243,121.770243,宜蘭縣羅東鎮集祥里公正路119號,118,板信商業銀行,1180604,板信商業銀行羅東分行,03-9568866,王柏崑,2006-02-22,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1180604",A0202-0186-00,A0202-13-006,A0202-13,A0202-021-00,羅東鎮,宜蘭縣,3,3,7,6
宜蘭縣羅東鎮公正路153號,24.678296,121.769916,宜蘭縣羅東鎮集祥里公正路153號,812,台新國際商業銀行,8121097,台新國際商業銀行羅東分行,03-9533366,莊焙然,2004-10-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8121097",A0202-0186-00,A0202-13-006,A0202-13,A0202-021-00,羅東鎮,宜蘭縣,3,3,7,6
南投縣埔里鎮東榮路112號,23.963748,120.967918,南投縣埔里鎮東門里東榮路112號,004,臺灣銀行,0040598,臺灣銀行埔里分行,049-2983991,鄭桐木,1978-11-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040598",A0802-0467-00,A0802-19-006,A0802-19,A0802-001-00,埔里鎮,南投縣,1,1,2,2
南投縣埔里鎮中正路320號,23.963256,120.969638,南投縣埔里鎮東門里中正路320號,006,合作金庫商業銀行,0065595,合作金庫商業銀行東埔里分行,049-2989160,卓義男,2006-05-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0065595",A0802-0473-00,A0802-19-004,A0802-19,A0802-001-00,埔里鎮,南投縣,1,1,2,2
高雄市岡山區壽天路16號,22.796656,120.294008,高雄市岡山區岡山里壽天路16號,004,臺灣銀行,0040602,臺灣銀行岡山分行,07-6216141,鄭調鄉,1978-12-14,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040602",A6419-0357-00,A6419-21-119,A6419-21,A6419-002-00,岡山區,高雄市,1,1,4,8
高雄市岡山區大德一路1號,22.796577,120.296238,高雄市岡山區岡山里大德一路1號,807,永豐商業銀行,8070232,永豐商業銀行岡山分行,07-6226688,張智明,1996-02-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8070232",A6419-0359-00,A6419-21-112,A6419-21,A6419-002-00,岡山區,高雄市,1,1,4,8
高雄市岡山區岡山路285號,22.794856,120.295506,高雄市岡山區岡山里岡山路285號,005,臺灣土地銀行,0050348,臺灣土地銀行岡山分行,07-6216102,郭志鴻,1948-10-18,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0050348",A6419-0444-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市岡山區岡山路293號,22.795043,120.295543,高雄市岡山區岡山里岡山路293號,009,彰化商業銀行,0096513,彰化商業銀行岡山分行,07-6216111 -6,夏豐源,1947-10-23,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0096513",A6419-0444-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市岡山區岡山路331號,22.795809,120.295379,高雄市岡山區岡山里岡山路331號,008,華南商業銀行,0087199,華南商業銀行岡山分行,07-6211091-,潘進順,1979-09-26,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0087199",A6419-0419-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市岡山區岡山路339號,22.796176,120.295401,高雄市岡山區岡山里岡山路339號,103,臺灣新光商業銀行,1030790,臺灣新光商業銀行岡山分行,07-6212551,李冠賢,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030790",A6419-0419-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市岡山區岡山路412號,22.795283,120.295925,高雄市岡山區岡山里岡山路412號,050,臺灣中小企業銀行,0508300,臺灣中小企業銀行岡山分行,07-6227171,林德雄,1976-07-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0508300",A6419-0427-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市岡山區岡山路388號,22.794735,120.295957,高雄市岡山區岡山里岡山路388號,822,中國信託商業銀行,8221274,中國信託商業銀行岡山簡易型分行,07-6235500,江漳明,2004-10-01,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8221274",A6419-0427-00,A6419-26-146,A6419-26,A6419-002-00,岡山區,高雄市,2,6,8,8
高雄市新興區民族二路133號,22.634233,120.313064,高雄市新興區開平里民族二路133號,004,臺灣銀行,0040613,臺灣銀行新興分行,07-2384611,陳明哲,1981-06-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040613",A6406-0059-00,A6406-02-001,A6406-02,A6406-017-00,新興區,高雄市,2,2,2,4
高雄市新興區七賢一路176號,22.634078,120.312178,高雄市新興區開平里七賢一路176號,054,京城商業銀行,0540777,京城商業銀行中正分行,07-2352929,賴貞伶,2005-10-18,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0540777",A6406-0059-00,A6406-02-001,A6406-02,A6406-017-00,新興區,高雄市,2,2,2,4
高雄市新興區七賢一路216號,22.63426,120.310811,高雄市新興區開平里七賢一路216號,006,合作金庫商業銀行,0065252,合作金庫商業銀行七賢分行,07-2365503,黃耀南,2006-05-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0065252",A6406-0060-00,A6406-09-001,A6406-09,A6406-017-00,新興區,高雄市,1,1,5,4
高雄市復興一路90號,22.634667,120.308764,高雄市新興區開平里復興一路90號,050,臺灣中小企業銀行,0508517,臺灣中小企業銀行北高雄分行,07-2387171,林安妘,2002-08-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0508517",A6406-0047-00,A6406-07-001,A6406-07,A6406-017-00,新興區,高雄市,1,1,2,4
高雄市苓雅區青年一路261號,22.620531,120.304424,高雄市苓雅區仁政里青年一路261號,004,臺灣銀行,0040624,臺灣銀行苓雅分行,07-3358700,曹啟仁,1981-06-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040624",A6408-0426-00,A6408-52-002,A6408-52,A6408-014-00,苓雅區,高雄市,1,1,3,1
台北市信義區忠孝東路四段560號,25.040991,121.563847,台北市信義區興隆里忠孝東路四段560號,004,臺灣銀行,0040646,臺灣銀行松山分行,02-27293111,陳姿宇,1981-11-28,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040646",A6302-0320-00,A6302-30-005,A6302-30,A6302-003-00,信義區,臺北市,2,2,6,3
台北市基隆路一段200號,25.040179,121.563531,台北市信義區興隆里基隆路一段200號,805,遠東國際商業銀行,8050034,遠東國際商業銀行台北逸仙分行,02-27229558,徐文華,1992-04-11,星期一至五 09:00至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8050034",A6302-0320-00,A6302-30-005,A6302-30,A6302-003-00,信義區,臺北市,2,2,6,3
台北市忠孝東路4段550號,25.041055,121.563095,台北市信義區興隆里忠孝東路四段550號,017,兆豐國際商業銀行,0172026,兆豐國際商業銀行台北分行,02-27587590,林秀梅,1962-09-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0172026",A6302-0285-00,A6302-30-001,A6302-30,A6302-003-00,信義區,臺北市,1,1,6,3
台中市中區臺灣大道一段276一、二樓,24.14391441,120.67951085,台中市中區,004,臺灣銀行,0040657,臺灣銀行健行分行,04-22242141,王世謙,1981-12-04,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040657",A6601-0029-00,A6601-01-009,A6601-01,A6601-029-00,中區,臺中市,1,1,1,2
台中市中區臺灣大道一段400號,24.143132,120.67897,台中市中區柳川里台灣大道一段400號,050,臺灣中小企業銀行,0504900,臺灣中小企業銀行台中分行,04-22297171,廖燿焜,1976-07-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0504900",A6601-0035-00,A6601-03-002,A6601-03,A6601-029-00,中區,臺中市,1,1,2,2
新北市中和區中山路二段253號,25.002366,121.497607,新北市中和區連和里中山路二段253號,004,臺灣銀行,0040668,臺灣銀行中和分行,02-22488980,吳金泉,1983-03-12,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040668",A6503-0386-00,A6503-40-002,A6503-40,A6503-007-00,中和區,新北市,2,2,3,3
新北市中和區中山路二段257號,25.002339,121.4973,新北市中和區連和里中山路二段257號,008,華南商業銀行,0081658,華南商業銀行中和分行,02-22495555-,蔣純純,1970-04-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081658",A6503-0386-00,A6503-40-002,A6503-40,A6503-007-00,中和區,新北市,2,2,3,3
新北市中和區中山路二段261號,25.002306,121.497039,新北市中和區連和里中山路二段261號,822,中國信託商業銀行,8220749,中國信託商業銀行中和分行,02-22452277,李明珍,,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8220749",A6503-0420-00,A6503-40-005,A6503-40,A6503-007-00,中和區,新北市,1,1,3,3
嘉義縣太保市祥和新村祥和一路東段2號,23.458758,120.293862,嘉義縣太保市安仁里祥和一路東段2號,004,臺灣銀行,0040679,臺灣銀行太保分行,05-3620016,王素鑾,1983-05-18,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040679",A1001-0285-00,A1001-12-003,A1001-12,A1001-018-00,太保市,嘉義縣,1,1,1,1
新竹縣竹北市光明六路16號,24.82714,121.01014,新竹縣竹北市北崙里光明六路16號,004,臺灣銀行,0040680,臺灣銀行竹北分行,03-5513111,朱錫欽,1983-06-13,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040680",A0401-0697-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,3,6,9,6
新竹縣竹北市縣政九路130號,24.82825,121.01066,新竹縣竹北市北崙里縣政九路130號,005,臺灣土地銀行,0051080,臺灣土地銀行竹北分行,03-5532231,周伯樂,1997-10-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0051080",A0401-0697-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,3,6,9,6
新竹縣竹北市縣政九路128號,24.8279,121.01051,新竹縣竹北市北崙里縣政九路128號,050,臺灣中小企業銀行,0503213,臺灣中小企業銀行竹北分行,03-5517171,張月美,1981-02-26,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0503213",A0401-0697-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,3,6,9,6
新竹縣竹北市光明五街210號,24.828389,121.011203,新竹縣竹北市北崙里光明五街210號,007,第一商業銀行,0073134,第一商業銀行竹北分行,03-5559111,莊惠岑,1947-10-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0073134",A0401-0676-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,2,6,9,6
新竹縣竹北市光明五街212號,24.828495,121.0114,新竹縣竹北市北崙里光明五街212號,048,王道商業銀行,0480022,王道商業銀行股份有限公司竹科分行,03-5589165,楊詠程,1999-10-21,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0480022",A0401-0676-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,2,6,9,6
竹北市縣政九路159號,24.82837,121.0104,新竹縣竹北市北崙里縣政九路159號,008,華南商業銀行,0083238,華南商業銀行竹北分行,03-5542277-,鄭國斌,2000-04-26,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0083238",A0401-0679-00,A0401-34-001,A0401-34,A0401-024-00,竹北市,新竹縣,1,6,9,6
台北市士林區中山北路六段197號,25.10795,121.524942,台北市士林區蘭興里中山北路六段197號,004,臺灣銀行,0040705,臺灣銀行士林分行,02-28367080,林宜保,1985-08-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040705",A6311-0426-00,A6311-31-005,A6311-31,A6311-035-00,士林區,臺北市,1,1,2,2
台北市士林區德行西路45號,25.106116,121.523087,台北市士林區蘭興里德行西路45號,013,國泰世華商業銀行,0132653,國泰世華商業銀行蘭雅分行,02-2835-5658,周志中,2007-12-29,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0132653",A6311-0507-00,A6311-31-008,A6311-31,A6311-035-00,士林區,臺北市,1,1,2,2
新北市新莊區新泰路85號,25.034547,121.448822,新北市新莊區文衡里新泰路85號,004,臺灣銀行,0040716,臺灣銀行新莊分行,02-22056699,堯明仁,1985-08-09,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040716",A6505-0736-00,A6505-80-001,A6505-80,A6505-010-00,新莊區,新北市,1,1,2,1
台中市大甲區民生路61號,24.347682,120.624623,台中市大甲區孔門里民生路61號,004,臺灣銀行,0040727,臺灣銀行大甲分行,04-26868111,許萌馨,1985-08-02,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040727",A6611-0506-00,A6611-33-007,A6611-33,A6611-004-00,大甲區,臺中市,1,1,3,2
台中市大甲區新正路6號,24.34917585,120.62252214,台中市大甲區,008,華南商業銀行,0084291,華南商業銀行大甲分行,04-26805111,葉櫻美,1999-01-21,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0084291",A6611-0462-00,A6611-31-009,A6611-31,A6611-004-00,大甲區,臺中市,1,1,1,2
新竹市新竹科學園區工業東六路5號,24.775319,121.010887,新竹市東區科園里工業東六路5號,004,臺灣銀行,0040738,臺灣銀行新竹科學園區分行,03-5770050,楊長淇,1988-08-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040738",A1801-1024-00,A1801-67-012,A1801-67,A1801-047-00,東區,新竹市,1,3,3,6
新竹市東區園區二路11號,24.779948,120.998389,新竹市東區科園里園區二路11號,052,渣打國際商業銀行,0520546,渣打國際商業銀行科學園區分行,03-5785355,吳玉鳳,1991-11-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0520546",A1801-0971-00,A1801-67-012,A1801-67,A1801-047-00,東區,新竹市,2,3,3,6
新竹市園區二路11號,24.779948,120.998389,新竹市東區科園里園區二路11號,805,遠東國際商業銀行,8050230,遠東國際商業銀行新竹科學園區分行,03-5798833,張國華,1996-05-23,星期一至五 09:00至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8050230",A1801-0971-00,A1801-67-012,A1801-67,A1801-047-00,東區,新竹市,2,3,3,6
新竹市光復路一段611號,24.786117,121.011151,新竹市東區科園里光復路一段611號,007,第一商業銀行,0073031,第一商業銀行竹科分行,03-5637111,柯正萍,2000-06-27,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0073031",A1801-0765-00,A1801-54-001,A1801-54,A1801-047-00,東區,新竹市,2,2,3,6
新竹市光復路1段647號,24.786557,121.010629,新竹市東區科園里光復路一段647號,021,花旗(台灣)商業銀行,0210661,花旗(台灣)商業銀行新竹科學園區分行,03-5633600,王毓傑,2007-12-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0210661",A1801-0765-00,A1801-54-001,A1801-54,A1801-047-00,東區,新竹市,2,2,3,6
新竹市東區科園里光復路一段569號,24.785519,121.011962,新竹市東區科園里光復路一段569號,808,玉山商業銀行,8081344,玉山商業銀行竹科分行,03-5641313,魏新璟,2011-11-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8081344",A1801-0781-00,A1801-54-002,A1801-54,A1801-047-00,東區,新竹市,1,1,3,6
新北市樹林區文化街廿七號,24.988798,121.417432,新北市樹林區文化街,004,臺灣銀行,0040749,臺灣銀行樹林分行,02-26866511,劉志成,1988-12-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040749",A6507-0384-00,A6507-27-009,A6507-27,A6507-011-00,樹林區,新北市,1,1,1,1
新北市新店區寶中路45號,24.979449,121.545203,新北市新店區寶興里寶中路45號,004,臺灣銀行,0040750,臺灣銀行新店分行,02-29180795,顏世餘,1988-10-24,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040750",A6506-0307-00,A6506-15-015,A6506-15,A6506-006-00,新店區,新北市,1,1,2,7
新北市新店區中興路三段134號,24.979771,121.544857,新北市新店區寶興里中興路三段134號,007,第一商業銀行,0072218,第一商業銀行新店分行,02-29181835,吳秀珍,1988-09-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0072218",A6506-0292-00,A6506-15-014,A6506-15,A6506-006-00,新店區,新北市,1,1,2,7
新北市新店區北新路二段262號,24.978369,121.54288,新北市新店區寶興里北新路二段262號,012,台北富邦商業銀行,0127266,台北富邦商業銀行新店分行,02-29129977,林雍淇,1997-01-18,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0127266",A6506-0323-00,A6506-24-006,A6506-24,A6506-006-00,新店區,新北市,1,1,5,7
新北市新店區北新路2段252號,24.978049,121.542901,新北市新店區寶興里北新路二段252號,806,元大商業銀行,8060910,元大商業銀行新店分行,02-2912-5799,劉美珍,2006-06-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8060910",A6506-0343-00,A6506-24-007,A6506-24,A6506-006-00,新店區,新北市,1,1,5,7
新北市新店區寶強路23號,24.979238,121.543532,新北市新店區寶興里寶強路23號,812,台新國際商業銀行,8120702,台新國際商業銀行北新店分行,02-2912-3988,李白詩,2002-05-20,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120702",A6506-0305-00,A6506-24-004,A6506-24,A6506-006-00,新店區,新北市,3,3,5,7
新北市新店區寶強路41號,24.979319,121.543768,新北市新店區寶興里寶強路41號,815,日盛國際商業銀行,8150451,日盛國際商業銀行新店分行,02-29188258,周瑞明,2010-07-23,星期一至五 09:00至16:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8150451",A6506-0305-00,A6506-24-004,A6506-24,A6506-006-00,新店區,新北市,3,3,5,7
新北市新店區寶強路31號,24.979298,121.543692,新北市新店區寶興里寶強路31號,822,中國信託商業銀行,8222260,中國信託商業銀行寶強分行,02-29123366,陳雅君,1989-07-28,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8222260",A6506-0305-00,A6506-24-004,A6506-24,A6506-006-00,新店區,新北市,3,3,5,7
台中市南屯區大業路607號,24.153641,120.635049,台中市南屯區三義里大業路607號,004,臺灣銀行,0040794,臺灣銀行黎明分行,04-22551178,張煥卿,1988-01-05,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040794",A6607-0073-00,A6607-04-005,A6607-04,A6607-026-00,南屯區,臺中市,1,1,1,1
台北市松山區復興北路167號,25.053901,121.544285,台北市松山區中正里復興北路167號,004,臺灣銀行,0040808,臺灣銀行民生分行,02-27192081,陳淑貞,1989-08-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0040808",A6301-0424-00,A6301-39-006,A6301-39,A6301-026-00,松山區,臺北市,5,5,7,13
臺北市松山區復興北路169號,25.054035,121.544309,台北市松山區中正里復興北路169號,007,第一商業銀行,0071495,第一商業銀行長春分行,02-27192132,陳萬陽,1989-07-14,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0071495",A6301-0424-00,A6301-39-006,A6301-39,A6301-026-00,松山區,臺北市,5,5,7,13
台北市松山區復興北路143號,25.053554,121.544275,台北市松山區中正里復興北路143號,108,陽信商業銀行,1080342,陽信商業銀行復興分行,02-27196166,劉宜芳,2001-08-08,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080342",A6301-0424-00,A6301-39-006,A6301-39,A6301-026-00,松山區,臺北市,5,5,7,13
台北市松山區復興北路143號,25.053554,121.544275,台北市松山區中正里復興北路143號,108,陽信商業銀行,1080388,陽信商業銀行國外部,02-27191616,盧坤發,2001-09-14,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080388",A6301-0424-00,A6301-39-006,A6301-39,A6301-026-00,松山區,臺北市,5,5,7,13
台北市松山區復興北路143號,25.053554,121.544275,台北市松山區中正里復興北路143號,108,陽信商業銀行,1080625,陽信商業銀行國際金融業務分行,02-27191616,趙慧真,2002-10-21,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080625",A6301-0424-00,A6301-39-006,A6301-39,A6301-026-00,松山區,臺北市,5,5,7,13
台北市松山區南京東路三段311號,25.052003,121.547079,台北市松山區中正里南京東路三段311號,050,臺灣中小企業銀行,0500902,臺灣中小企業銀行南京東路分行,02-27127171,林江樹,1976-07-01,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0500902",A6301-0502-00,A6301-39-009,A6301-39,A6301-026-00,松山區,臺北市,1,2,7,13
台北市松山區南京東路3段289號,25.052006,121.546319,台北市松山區中正里南京東路三段289號,812,台新國際商業銀行,8120115,台新國際商業銀行南京東路分行,02-25461068,蔡如茵,1993-12-31,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120115",A6301-0500-00,A6301-39-009,A6301-39,A6301-026-00,松山區,臺北市,1,2,7,13
台北市松山區復興北路55號,25.050377,121.544181,台北市松山區中正里復興北路55號,006,合作金庫商業銀行,0060545,合作金庫商業銀行台北分行,02-27724277,林文理,1986-05-12,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0060545",A6301-0592-00,A6301-60-001,A6301-60,A6301-026-00,松山區,臺北市,2,3,4,13
臺北市松山區復興北路59號,25.050555,121.544214,台北市松山區中正里復興北路59號,053,台中商業銀行,0531038,台中商業銀行復興分行,02-27735556,蔡天厚,1993-07-20,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0531038",A6301-0592-00,A6301-60-001,A6301-60,A6301-026-00,松山區,臺北市,2,3,4,13
台北市南京東路3段248號,25.05165,121.544548,台北市松山區中正里南京東路三段248號,013,國泰世華商業銀行,0130187,國泰世華商業銀行復興分行,02-27210306,郭冠伶,1987-01-23,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0130187",A6301-0544-00,A6301-60-001,A6301-60,A6301-026-00,松山區,臺北市,1,3,4,13
台北市松山區復興北路1號,25.047979,121.544141,台北市松山區中正里復興北路1號,021,花旗(台灣)商業銀行,0210203,花旗(台灣)商業銀行復興分行,02-27514092,蘇翡,2007-12-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0210203",A6301-0718-00,A6301-60-009,A6301-60,A6301-026-00,松山區,臺北市,1,1,4,13
台北市松山區敦化北路122號,25.05419,121.548508,台北市松山區中正里敦化北路122號,822,中國信託商業銀行,8220015,中國信託商業銀行敦北分行,02-27133322,張慶崧,1996-01-04,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8220015",A6301-0450-00,A6301-35-008,A6301-35,A6301-026-00,松山區,臺北市,1,1,3,13
